Product_Name,Customer_Name,date_time,Price_Product,Customer_email,Name_cashier,mobile_number,Transportation_fare,amount_discount,Amount_received
Beef - Eye Of Round,Noelle,1/6/2023,$3.47 ,awaggeew@yahoo.co.jp,Anderea,162-967-4198,$2.77 ,$2.82 ,$4.59 
Wine - Alsace Riesling Reserve,Rolando,2/28/2023,$0.82 ,rmilberryex@mit.edu,Rooney,427-939-8692,$1.51 ,$8.34 ,$3.57 
Spice - Onion Powder Granulated,Kitti,7/27/2023,$0.85 ,pendleyey@dagondesign.com,Parker,258-786-5832,$8.85 ,$0.02 ,$6.36 
"Ecolab - Orange Frc, Cleaner",Brook,10/22/2023,$7.64 ,tsalvageez@cnet.com,Tobe,124-496-7894,$3.34 ,$4.67 ,$0.77 
Ecolab - Hobart Upr Prewash Arm,Hunfredo,10/16/2023,$5.16 ,nsakerf0@ihg.com,Nat,246-581-5872,$0.32 ,$1.45 ,$6.56 
Appetizer - Mushroom Tart,Link,8/10/2023,$0.93 ,rdaouzef1@1688.com,Randall,957-444-9337,$9.30 ,$0.97 ,$6.91 
Bar Bran Honey Nut,Lin,12/25/2023,$0.83 ,cshimonyf2@163.com,Claudia,333-568-9067,$9.20 ,$2.53 ,$7.58 
Chips - Potato Jalapeno,Merwyn,4/7/2023,$8.99 ,lodof3@dmoz.org,Larine,142-319-8425,$0.46 ,$8.89 ,$0.99 
Coffee - Decaffeinato Coffee,Dru,1/12/2023,$7.72 ,oduggenf4@cnn.com,Odey,661-276-4336,$1.38 ,$5.56 ,$3.14 
Nacho Chips,Erna,12/2/2023,$3.59 ,adeeveyf5@github.io,Alberta,452-683-0688,$2.22 ,$1.53 ,$6.71 
Cakes Assorted,Art,2/26/2023,$6.26 ,wwilhelmyf6@quantcast.com,Willy,267-965-2105,$6.63 ,$3.28 ,$2.57 
Cheese - Asiago,Muire,3/24/2023,$9.28 ,mobyrnef7@hibu.com,Magda,643-963-9696,$3.80 ,$4.02 ,$5.07 
Basil - Pesto Sauce,Phip,3/31/2023,$4.12 ,jstefif8@cmu.edu,Jessamine,917-888-9854,$5.41 ,$8.67 ,$9.29 
Sugar - Splenda Sweetener,Elinore,1/27/2023,$0.29 ,msackeyf9@360.cn,Mellisent,932-820-7685,$7.52 ,$9.17 ,$4.61 
The Pop Shoppe - Grape,Hiram,2/10/2023,$5.09 ,dwoodhamfa@sciencedirect.com,Dasie,870-403-9634,$2.24 ,$5.79 ,$2.26 
Nantuket Peach Orange,Dare,2/17/2023,$0.73 ,lgutridgefb@prweb.com,Lars,400-181-5702,$5.31 ,$1.00 ,$3.62 
Zucchini - Green,Margit,6/17/2023,$3.41 ,fcasementfc@mayoclinic.com,Florri,749-225-1441,$2.50 ,$9.15 ,$4.73 
Soup - Campbells Broccoli,Gusta,1/8/2023,$5.76 ,bbalderyfd@vimeo.com,Bettye,311-951-3028,$8.55 ,$8.59 ,$5.92 
Wine - Baron De Rothschild,Willey,12/8/2023,$0.71 ,fconstablefe@i2i.jp,Filippa,516-134-2841,$3.31 ,$1.29 ,$2.90 
"Tea - Darjeeling, Azzura",Brandtr,10/13/2023,$5.34 ,bfrauloff@google.co.jp,Bree,234-652-2883,$2.23 ,$3.23 ,$2.36 
Bread Sour Rolls,Alexio,1/2/2023,$6.44 ,hmorillafg@wikispaces.com,Haskell,312-739-2426,$3.24 ,$3.61 ,$9.52 
Lettuce - Sea / Sea Asparagus,Pren,5/27/2023,$1.31 ,ktuckwoodfh@ca.gov,Kirk,129-106-2760,$3.56 ,$3.27 ,$4.14 
"Chicken - Thigh, Bone In",Norine,1/15/2023,$3.33 ,wjoshamfi@addthis.com,Walther,136-898-3064,$0.80 ,$5.06 ,$7.45 
Cookie Dough - Oatmeal Rasin,Karil,6/26/2023,$5.98 ,kgrunnillfj@cafepress.com,Kendell,225-491-6613,$7.72 ,$3.18 ,$5.94 
Sauce - Marinara,Deidre,6/30/2023,$6.66 ,tbonderfk@google.com.hk,Tremayne,753-217-8852,$4.48 ,$8.60 ,$7.32 
Zucchini - Green,Elianora,9/24/2023,$8.56 ,pcraigheidfl@mac.com,Pamelina,845-298-8288,$2.86 ,$7.26 ,$6.25 
"Beef - Ground, Extra Lean, Fresh",Innis,7/9/2023,$4.86 ,abremmerfm@xrea.com,Aldwin,994-719-0380,$4.19 ,$9.20 ,$7.56 
Scotch - Queen Anne,Ruth,3/10/2023,$0.66 ,bbangleyfn@dot.gov,Brunhilde,299-409-7283,$1.57 ,$8.67 ,$0.36 
Mangostein,Adaline,10/4/2023,$0.27 ,bkarmelfo@marketwatch.com,Barbe,511-750-1562,$9.89 ,$8.16 ,$5.64 
Eel Fresh,Lilith,6/28/2023,$7.21 ,jgrigoirefp@ask.com,Jarrett,613-784-9231,$8.14 ,$9.99 ,$8.18 
Star Fruit,Ignacius,3/4/2023,$7.70 ,scastelotfq@taobao.com,Shel,385-192-7165,$8.23 ,$2.13 ,$7.54 
Soup - Campbells Chicken,Dolly,3/26/2023,$1.59 ,ddifranceschifr@washington.edu,Dorotea,823-966-0239,$2.00 ,$6.87 ,$1.65 
Syrup - Pancake,Cally,9/11/2023,$9.53 ,tsnookfs@cnn.com,Trumann,682-444-1756,$8.69 ,$0.06 ,$0.46 
Wine - Vidal Icewine Magnotta,Shem,3/3/2023,$7.45 ,mnussiift@washington.edu,Mag,898-698-1518,$1.94 ,$3.49 ,$5.33 
"Artichokes - Knobless, White",Gerri,9/3/2023,$0.06 ,eliefu@mozilla.org,Ellyn,676-148-1407,$7.44 ,$4.13 ,$6.88 
Cleaner - Lime Away,Beckie,8/29/2023,$1.10 ,aabbottfv@qq.com,Astrid,956-554-3136,$1.15 ,$5.15 ,$7.69 
"Pork - Bacon, Sliced",Gracie,12/2/2023,$7.40 ,dcolleltonfw@chicagotribune.com,Donnell,289-277-5570,$8.71 ,$4.82 ,$0.76 
Milk - Chocolate 250 Ml,Camella,6/2/2023,$5.78 ,aeveleighfx@samsung.com,Almeda,266-170-1467,$7.52 ,$5.29 ,$5.47 
"Cheese - Cheddar, Medium",Shae,5/15/2023,$0.38 ,lrennebachfy@facebook.com,Liz,177-808-2771,$9.63 ,$3.08 ,$0.05 
"Tomatoes - Plum, Canned",Janine,9/13/2023,$7.91 ,mbenazetfz@prnewswire.com,Melania,132-352-4431,$9.75 ,$6.94 ,$6.88 
Vinegar - Champagne,Anabal,5/4/2023,$4.14 ,adanielg0@msn.com,Albina,696-870-3852,$0.11 ,$1.54 ,$9.65 
Wine - Piper Heidsieck Brut,Guinevere,3/10/2023,$4.57 ,olongstaffeg1@last.fm,Odetta,807-475-0519,$8.87 ,$7.07 ,$4.12 
"Wine - Red, Concha Y Toro",Chuck,9/17/2023,$5.62 ,tcouthardg2@ca.gov,Tandy,529-317-4299,$9.19 ,$0.31 ,$6.03 
"Soup - Cream Of Broccoli, Dry",Sarge,4/28/2023,$0.34 ,wlaveng3@studiopress.com,Wanda,673-367-5850,$4.85 ,$6.67 ,$9.95 
Wine - Cotes Du Rhone Parallele,Oona,11/16/2023,$8.30 ,rmunnisg4@photobucket.com,Ryun,776-854-9365,$3.95 ,$1.26 ,$8.86 
Rice - Jasmine Sented,Lela,11/12/2023,$1.80 ,mcoppinsg5@google.nl,Marita,347-427-9828,$1.11 ,$8.84 ,$3.92 
Shrimp - Black Tiger 8 - 12,Brady,11/7/2023,$7.19 ,ipechang6@state.gov,Irvin,645-441-3244,$7.43 ,$9.84 ,$1.37 
Ketchup - Tomato,Eugine,5/4/2023,$6.41 ,rlowreyg7@quantcast.com,Rutter,174-393-8712,$0.40 ,$6.83 ,$6.51 
Veal - Nuckle,Axe,8/3/2023,$1.87 ,bveazeyg8@tripod.com,Breanne,482-544-9959,$7.47 ,$9.86 ,$1.64 
Ham - Cooked Bayonne Tinned,Clemmie,1/28/2023,$9.57 ,swildtg9@prnewswire.com,Sherman,630-654-5634,$8.71 ,$4.49 ,$9.71 
Beer - True North Strong Ale,Kelcie,9/11/2023,$6.95 ,abartelotga@gnu.org,Adoree,182-600-2875,$5.40 ,$3.77 ,$6.31 
Ice Cream Bar - Drumstick,Terri,3/11/2023,$0.19 ,aesparzagb@edublogs.org,Arabela,438-107-5985,$2.62 ,$2.52 ,$4.51 
Beef - Montreal Smoked Brisket,Vitia,10/26/2023,$4.17 ,ccorryergc@mac.com,Culver,894-904-7373,$4.98 ,$1.72 ,$7.98 
Wine - Stoneliegh Sauvignon,Faydra,12/9/2023,$7.20 ,hclewsgd@technorati.com,Harbert,996-670-7874,$7.19 ,$0.30 ,$6.39 
"Pasta - Fusili, Dry",Pearl,4/8/2023,$3.97 ,ggallandersge@jalbum.net,Gardie,722-977-4801,$8.23 ,$8.20 ,$7.15 
Wine - Spumante Bambino White,Irena,4/19/2023,$8.02 ,jsantostefanogf@rakuten.co.jp,Jerrylee,801-775-0536,$2.68 ,$6.42 ,$6.55 
Mcguinness - Blue Curacao,Raquel,10/12/2023,$4.90 ,jcheckettsgg@gnu.org,Jade,791-325-5437,$0.61 ,$7.70 ,$9.49 
Cookies Oatmeal Raisin,Melodie,2/20/2023,$9.50 ,mrawlingsongh@opensource.org,Miguela,764-485-1296,$8.28 ,$3.29 ,$3.45 
Brandy Cherry - Mcguinness,Son,4/5/2023,$0.07 ,smeeregi@cargocollective.com,Sydel,410-326-2969,$5.22 ,$4.46 ,$2.45 
"Doilies - 8, Paper",Karilynn,5/1/2023,$0.57 ,pibelgj@creativecommons.org,Penelopa,928-750-4206,$9.20 ,$0.23 ,$7.80 
Sausage - Meat,Mathew,3/29/2023,$8.81 ,uelcomegk@flavors.me,Ursulina,403-728-0902,$0.89 ,$0.77 ,$4.58 
Graham Cracker Mix,Syman,11/11/2023,$9.21 ,mbonsongl@mayoclinic.com,Mac,407-922-2449,$1.22 ,$8.67 ,$4.67 
Canadian Emmenthal,Xymenes,7/4/2023,$9.41 ,bminchintongm@census.gov,Bonni,445-293-5369,$1.70 ,$4.99 ,$5.57 
Syrup - Chocolate,Zandra,11/10/2023,$2.60 ,mcafegn@nhs.uk,Mar,726-223-1798,$8.05 ,$8.02 ,$5.21 
Coffee - 10oz Cup 92961,Thedric,2/17/2023,$6.24 ,mkirtleygo@columbia.edu,Marybelle,982-225-6328,$8.08 ,$3.90 ,$3.83 
Tea - Herbal I Love Lemon,Eryn,1/27/2023,$1.55 ,kmoxsteadgp@ed.gov,Katheryn,333-726-2961,$8.04 ,$1.37 ,$8.61 
"Yeast - Fresh, Fleischman",Fons,9/22/2023,$9.55 ,eandreigq@chron.com,Enos,701-277-4231,$1.65 ,$7.77 ,$7.53 
Tuna - Loin,Christian,2/27/2023,$7.84 ,ggrewargr@globo.com,Gloria,609-826-0132,$9.40 ,$9.99 ,$7.30 
Pears - Fiorelle,Tommie,4/4/2023,$7.23 ,jfrakegs@a8.net,Jory,137-664-6482,$1.59 ,$2.84 ,$6.23 
Tea - Vanilla Chai,Dari,7/13/2023,$4.15 ,btyregt@squidoo.com,Breanne,930-901-3209,$1.51 ,$8.18 ,$6.90 
Ice Cream - Strawberry,Sawyere,6/18/2023,$9.27 ,fbastiegu@privacy.gov.au,Fara,972-406-0376,$0.58 ,$8.52 ,$8.71 
"Pasta - Rotini, Colour, Dry",Aubrette,12/8/2023,$9.33 ,mtarneygv@goodreads.com,Milo,232-564-4786,$5.26 ,$6.82 ,$1.83 
Icecream Cone - Areo Chocolate,Roxanna,1/24/2023,$9.57 ,jlangmaidgw@altervista.org,Julio,897-673-8327,$0.30 ,$9.72 ,$9.17 
Muffin - Mix - Creme Brule 15l,Ernestine,9/18/2023,$5.80 ,hbussongx@bbb.org,Harlene,434-346-0789,$6.66 ,$6.78 ,$9.15 
Compound - Rum,Brenden,11/5/2023,$7.85 ,jlinnellgy@loc.gov,Jacquelin,651-970-5263,$1.65 ,$9.45 ,$4.12 
Wine - Chablis J Moreau Et Fils,Ethelred,10/24/2023,$5.10 ,jtantongz@cnbc.com,Juliette,940-288-2705,$5.58 ,$1.55 ,$3.91 
Cheese - Cheddarsliced,Ami,1/18/2023,$1.72 ,hlyenyngh0@marriott.com,Herby,477-802-9892,$1.02 ,$5.55 ,$0.24 
"Veal - Leg, Provimi - 50 Lb Max",Bamby,10/22/2023,$9.72 ,wcossumh1@twitpic.com,Willy,919-146-1018,$4.89 ,$5.86 ,$6.73 
Lamb Rack - Ontario,Lib,9/3/2023,$5.36 ,reffnerth2@businessweek.com,Rois,194-230-9583,$1.94 ,$3.59 ,$1.67 
Flour - Bread,Syman,12/3/2023,$1.37 ,kgaskalh3@google.com.au,Kordula,888-871-2037,$9.67 ,$2.11 ,$0.36 
Guava,Ivy,5/30/2023,$2.48 ,aumberth4@lycos.com,Arnuad,618-553-1583,$9.93 ,$1.35 ,$6.66 
Syrup - Kahlua Chocolate,Tades,1/3/2023,$4.46 ,aroysteh5@biglobe.ne.jp,Antonina,508-538-9575,$8.58 ,$1.69 ,$8.70 
Curry Powder,Lorne,1/4/2023,$6.02 ,bgooderridgeh6@auda.org.au,Brennan,635-258-5849,$1.67 ,$1.92 ,$3.40 
Wine - Magnotta - Belpaese,Orelie,10/19/2023,$0.62 ,aasplenh7@chicagotribune.com,Arch,567-505-5786,$3.46 ,$4.87 ,$3.11 
Wine - Cotes Du Rhone Parallele,Melba,7/2/2023,$1.54 ,abeaumonth8@wordpress.org,Ashli,180-502-4496,$9.21 ,$7.83 ,$8.87 
Vol Au Vents,Demeter,10/23/2023,$9.72 ,jklemencich9@mysql.com,Juli,427-529-8502,$3.50 ,$7.47 ,$7.85 
Calaloo,Kate,3/11/2023,$1.03 ,lgarlettha@prnewswire.com,Lenci,782-397-3375,$7.60 ,$5.82 ,$3.38 
Wine - Magnotta - Cab Sauv,Lurlene,7/4/2023,$0.86 ,mbariballhb@indiatimes.com,Margette,726-698-2188,$6.58 ,$2.04 ,$3.30 
Peach - Halves,Hamnet,1/13/2023,$5.43 ,mlittlerhc@godaddy.com,Manny,667-297-7649,$2.56 ,$7.30 ,$0.80 
"Mushroom - Enoki, Fresh",Ban,9/15/2023,$2.65 ,rtabourierhd@about.com,Robena,108-157-0202,$0.90 ,$6.36 ,$3.27 
Cheese - Provolone,Emanuel,2/5/2023,$4.21 ,mgillianhe@friendfeed.com,Miltie,447-647-7088,$8.34 ,$9.64 ,$1.28 
Soup - Campbellschix Stew,Llywellyn,9/16/2023,$6.76 ,mdimichf@mysql.com,Mel,818-855-4857,$2.15 ,$0.56 ,$8.69 
"Asparagus - White, Fresh",Cariotta,3/11/2023,$9.80 ,crichemonthg@sun.com,Caspar,819-610-8256,$1.82 ,$0.77 ,$4.54 
Onions - Green,Bink,5/14/2023,$4.98 ,sconnikiehh@salon.com,Stavros,223-825-0538,$8.84 ,$6.02 ,$7.06 
Corn Syrup,Marietta,4/8/2023,$8.00 ,syellowleeshi@wiley.com,Sherwynd,329-329-7955,$2.33 ,$7.19 ,$7.68 
Absolut Citron,Eddy,12/31/2023,$6.77 ,pwondraschekhj@oracle.com,Pace,163-139-8835,$9.70 ,$6.34 ,$1.47 
"Pepper - Paprika, Hungarian",Christophe,10/16/2023,$1.04 ,wbusainhk@dion.ne.jp,Wittie,125-476-4572,$3.76 ,$6.39 ,$4.58 
"Chilli Paste, Hot Sambal Oelek",Rabbi,8/18/2023,$0.40 ,bbasillonhl@smugmug.com,Bret,715-744-4087,$5.89 ,$2.47 ,$4.93 
Bag - Regular Kraft 20 Lb,Borden,11/24/2023,$3.27 ,dupstonehm@upenn.edu,Debi,246-471-5846,$4.40 ,$8.31 ,$3.00 
French Kiss Vanilla,Christine,6/14/2023,$4.68 ,hlegoodhn@surveymonkey.com,Henderson,725-423-1415,$4.19 ,$4.97 ,$7.51 
Wine - Fat Bastard Merlot,Bancroft,8/8/2023,$0.43 ,tcurgenuerho@linkedin.com,Todd,448-883-0687,$8.40 ,$7.10 ,$2.26 
Cinnamon Rolls,Welsh,2/26/2023,$10.00 ,escurrellhp@unicef.org,Elonore,590-814-4198,$4.79 ,$0.35 ,$7.45 
"Pasta - Lasagne, Fresh",Ollie,7/28/2023,$8.03 ,bgommeryhq@reuters.com,Bearnard,759-412-1283,$9.08 ,$2.29 ,$2.27 
Cookies - Assorted,Karry,4/14/2023,$8.24 ,rbrookeshr@sitemeter.com,Robby,748-692-1613,$6.20 ,$6.33 ,$1.11 
Iced Tea Concentrate,Ursula,8/17/2023,$3.42 ,mstjohnhs@who.int,Marylin,693-651-7658,$5.91 ,$4.08 ,$4.81 
"Veal - Inside, Choice",Jonell,1/4/2023,$5.70 ,mfraczakht@fda.gov,Mireielle,802-405-8406,$8.86 ,$4.17 ,$2.09 
Soup - Tomato Mush. Florentine,Mendy,9/4/2023,$0.33 ,cscrewtonhu@springer.com,Celinka,265-680-1526,$0.12 ,$7.23 ,$5.96 
Blue Curacao - Marie Brizard,Nomi,2/27/2023,$3.53 ,rferbrachehv@i2i.jp,Rosalinde,729-428-8025,$1.00 ,$3.94 ,$3.69 
Swiss Chard - Red,Emlynne,5/28/2023,$4.52 ,chunnywellhw@qq.com,Corty,850-323-7161,$2.49 ,$8.59 ,$0.92 
Clams - Canned,Ralph,6/22/2023,$3.62 ,enovikhx@ocn.ne.jp,Eba,799-153-9160,$6.17 ,$4.67 ,$2.78 
Daikon Radish,Augustus,2/6/2023,$0.74 ,bpantryhy@vkontakte.ru,Blaire,641-572-5906,$8.81 ,$9.38 ,$0.15 
Versatainer Nc - 888,Kare,10/30/2023,$4.88 ,dcollcutthz@amazon.co.uk,Domeniga,712-387-6320,$3.94 ,$0.61 ,$2.61 
Bread Crumbs - Panko,Frazier,4/28/2023,$8.98 ,melverstoni0@pinterest.com,Maribel,759-718-4881,$0.10 ,$5.41 ,$3.61 
Garlic,Catie,3/26/2023,$7.22 ,jcadlocki1@sourceforge.net,Jacinta,898-174-9324,$0.16 ,$5.76 ,$8.75 
Venison - Liver,Roxy,5/12/2023,$9.04 ,agerriti2@time.com,Audra,669-863-4676,$8.54 ,$9.38 ,$9.25 
Beets,Kara-lynn,12/7/2023,$9.34 ,tfittisi3@gov.uk,Tome,198-771-1127,$7.60 ,$0.65 ,$7.11 
Basil - Fresh,Stavro,4/15/2023,$5.40 ,gdaringtoni4@storify.com,George,623-398-7458,$1.47 ,$8.42 ,$2.10 
Lettuce - Baby Salad Greens,Artemas,8/8/2023,$6.43 ,smayoi5@lulu.com,Shaylah,543-594-6751,$7.81 ,$9.23 ,$0.59 
Pork - Side Ribs,Maryanna,11/16/2023,$2.07 ,bburgini6@deviantart.com,Bernadene,800-556-7200,$3.90 ,$9.66 ,$6.14 
Sage Derby,Aura,6/21/2023,$7.21 ,sscollani7@princeton.edu,Schuyler,889-576-0218,$5.14 ,$6.34 ,$6.00 
Bread Ww Cluster,Jessa,4/11/2023,$5.86 ,gcapelowi8@bbb.org,Gladys,325-797-9633,$4.55 ,$7.69 ,$0.10 
Lotus Rootlets - Canned,Jerrie,8/3/2023,$4.48 ,lskotcheri9@businessinsider.com,Louis,644-664-1337,$3.69 ,$2.80 ,$3.67 
Food Colouring - Red,Rubin,1/6/2023,$6.85 ,prosendallia@livejournal.com,Phillipp,842-643-5928,$9.56 ,$1.98 ,$3.90 
Sherbet - Raspberry,Idaline,8/16/2023,$2.83 ,climpertzib@bloomberg.com,Coriss,853-151-0735,$4.44 ,$8.40 ,$3.29 
Bagels Poppyseed,Naoma,7/21/2023,$4.01 ,adansonic@over-blog.com,Alex,238-247-2752,$3.76 ,$4.07 ,$9.42 
"Lamb - Leg, Bone In",Nevin,7/18/2023,$7.50 ,ekilrowid@hao123.com,Eddie,674-275-6031,$7.50 ,$2.80 ,$4.79 
Chocolate - Semi Sweet,Callida,4/8/2023,$1.00 ,sdolligonie@t-online.de,Sauncho,403-886-7775,$9.13 ,$3.60 ,$2.23 
Pasta - Agnolotti - Butternut,Inger,12/3/2023,$0.12 ,gmarrettif@booking.com,Glynnis,203-755-3142,$6.72 ,$5.69 ,$1.73 
"Lamb - Leg, Bone In",Elvina,12/25/2023,$2.84 ,gheatheringtonig@vk.com,Guthrie,220-615-7607,$3.12 ,$5.30 ,$3.49 
Oven Mitt - 13 Inch,Petey,4/2/2023,$6.31 ,roccleshawih@mtv.com,Rana,265-917-6973,$2.08 ,$3.16 ,$9.82 
Vanilla Beans,Udale,4/26/2023,$5.30 ,shugonetii@loc.gov,Stafani,685-183-8663,$0.98 ,$9.83 ,$4.20 
Curry Paste - Green Masala,Torrey,6/21/2023,$7.12 ,bmuslimij@addthis.com,Berkeley,310-510-2953,$0.18 ,$3.35 ,$9.99 
Butter Ripple - Phillips,Rivi,4/27/2023,$0.63 ,eschoenrockik@cloudflare.com,Evy,410-422-7052,$4.82 ,$5.52 ,$6.27 
Sausage - Chorizo,Dionysus,6/1/2023,$1.78 ,gquinetil@wikispaces.com,Gracie,379-162-5138,$6.72 ,$9.17 ,$4.10 
Mix - Cocktail Strawberry Daiquiri,Hobie,8/19/2023,$5.83 ,ktourvilleim@dropbox.com,Kessiah,206-982-1996,$0.47 ,$9.01 ,$8.87 
Oil - Sesame,Jere,6/17/2023,$9.57 ,jellettin@usda.gov,Jillene,849-492-0969,$1.30 ,$8.38 ,$7.47 
Wine - Magnotta - Pinot Gris Sr,Ethelin,7/6/2023,$8.28 ,apyottio@vinaora.com,Arlena,798-766-1588,$7.29 ,$2.89 ,$8.12 
Pepper - Orange,Elihu,7/8/2023,$0.25 ,mdanielloip@newsvine.com,Modestia,662-986-0860,$5.66 ,$9.45 ,$5.72 
"Beer - Alexander Kieths, Pale Ale",Amity,6/10/2023,$9.98 ,cdiggariq@tinypic.com,Crawford,832-554-4479,$5.42 ,$6.98 ,$9.40 
Lettuce - Lambs Mash,Reinhold,7/25/2023,$2.46 ,mcrokeir@oracle.com,Marylin,891-442-3501,$5.07 ,$3.23 ,$7.68 
Coffee Swiss Choc Almond,Oswald,1/26/2023,$0.67 ,janglishis@boston.com,Jaynell,584-801-8901,$4.07 ,$0.54 ,$6.31 
Turnip - Wax,Danny,5/7/2023,$7.58 ,jspringit@flickr.com,Jorge,608-651-7263,$7.85 ,$3.58 ,$0.43 
Paper - Brown Paper Mini Cups,Wallie,12/4/2023,$6.92 ,fmckinleyiu@ow.ly,Fletch,173-192-6714,$7.18 ,$4.43 ,$1.56 
Chinese Foods - Cantonese,Evan,1/20/2023,$9.15 ,gaizikiv@noaa.gov,Garvy,507-447-6878,$0.10 ,$9.86 ,$0.00 
"Soup - Knorr, Ministrone",Max,4/4/2023,$3.00 ,dbelloiw@nasa.gov,Dani,827-777-1202,$1.44 ,$0.47 ,$0.68 
"Jam - Strawberry, 20 Ml Jar",Anette,5/21/2023,$3.07 ,gletixierix@patch.com,Garold,874-280-1136,$0.14 ,$8.67 ,$5.90 
Coffee - Irish Cream,Rennie,8/12/2023,$9.85 ,gtabouriy@dailymotion.com,Gracie,261-123-1818,$0.71 ,$9.83 ,$3.80 
Carbonated Water - Blackberry,Tallou,5/30/2023,$3.36 ,rbottinelliiz@noaa.gov,Raye,629-118-2966,$6.52 ,$2.88 ,$4.50 
Wine - Gato Negro Cabernet,Rory,7/22/2023,$0.90 ,mgoldsterj0@themeforest.net,Maiga,759-568-2182,$9.86 ,$2.24 ,$8.76 
Fennel,Aldwin,12/31/2023,$2.33 ,ningj1@vkontakte.ru,Nananne,708-802-6922,$2.17 ,$8.31 ,$1.85 
Wine - Barolo Fontanafredda,Urson,11/4/2023,$2.52 ,mlaughtonj2@foxnews.com,Myrle,366-223-1017,$4.70 ,$0.72 ,$8.56 
Limes,Angele,4/23/2023,$3.84 ,mdahlj3@so-net.ne.jp,Moreen,256-707-9570,$0.29 ,$8.61 ,$5.83 
"Halibut - Whole, Fresh",Tiffani,6/11/2023,$6.58 ,jflochj4@china.com.cn,Jourdain,226-375-2371,$0.40 ,$9.23 ,$1.43 
Coffee - 10oz Cup 92961,Hughie,11/21/2023,$5.33 ,pbeilbyj5@wix.com,Pasquale,754-542-8182,$3.23 ,$3.28 ,$5.73 
V8 - Tropical Blend,Desirae,9/10/2023,$6.43 ,sjakoubecj6@t-online.de,Sallie,800-259-3799,$8.11 ,$8.40 ,$2.50 
Table Cloth 53x53 White,Danita,7/6/2023,$3.98 ,hgodthaabj7@eepurl.com,Helge,101-173-3090,$6.02 ,$7.98 ,$9.04 
Oil - Canola,Wallis,3/15/2023,$6.62 ,sstrevensj8@homestead.com,Sophey,800-282-6070,$6.22 ,$9.73 ,$0.73 
Pur Source,Milo,3/13/2023,$9.92 ,bjendrachj9@wordpress.com,Burton,274-701-9118,$8.97 ,$2.71 ,$0.20 
Puree - Strawberry,Renado,6/2/2023,$2.20 ,dkayeja@360.cn,Deeyn,778-524-5841,$3.14 ,$4.97 ,$4.54 
"Wine - White, Mosel Gold",Augustin,5/26/2023,$7.33 ,gpoleyejb@ftc.gov,Gianna,701-503-2217,$0.62 ,$2.65 ,$3.74 
Juice - Happy Planet,Valerie,5/25/2023,$5.14 ,bsanperjc@hc360.com,Barbette,801-247-7197,$0.64 ,$3.06 ,$1.32 
Pork - Smoked Kassler,Sallyanne,6/29/2023,$7.82 ,ralgorejd@chronoengine.com,Rowan,155-969-7107,$0.88 ,$6.55 ,$3.55 
Mace,Drugi,6/30/2023,$6.73 ,gborelje@cam.ac.uk,Gabriellia,112-492-7646,$5.45 ,$3.04 ,$7.50 
Beer - Paulaner Hefeweisse,Sinclair,3/19/2023,$5.76 ,denterleinjf@desdev.cn,Drucie,564-346-9470,$7.34 ,$2.59 ,$6.74 
Chip - Potato Dill Pickle,Kalie,10/21/2023,$3.54 ,mroysejg@globo.com,Melisent,444-511-0102,$4.70 ,$2.66 ,$6.20 
Chevere Logs,Sorcha,8/18/2023,$0.05 ,dloyntonjh@howstuffworks.com,Dew,367-423-3530,$7.65 ,$6.71 ,$5.14 
Wine - Lamancha Do Crianza,Herold,11/14/2023,$0.76 ,jbiasioji@auda.org.au,Judd,797-322-6006,$8.60 ,$5.02 ,$8.26 
Lentils - Green Le Puy,Brigit,1/11/2023,$7.81 ,eshipmanjj@51.la,Edd,494-536-7064,$2.22 ,$9.54 ,$4.87 
Bread - Malt,Christie,9/13/2023,$1.92 ,mdeshonjk@arizona.edu,Murdoch,725-925-1409,$8.28 ,$3.69 ,$6.09 
Flavouring - Rum,Brigida,5/2/2023,$4.96 ,scauderliejl@fema.gov,Sibel,746-759-9946,$1.81 ,$8.77 ,$8.33 
Sprouts - China Rose,Gene,12/7/2023,$4.99 ,hmattausjm@blogtalkradio.com,Helsa,509-183-4463,$2.06 ,$5.69 ,$9.29 
Sunflower Seed Raw,Claribel,7/13/2023,$7.37 ,fericjn@cloudflare.com,Frank,105-555-3108,$4.85 ,$2.95 ,$1.30 
Red Currants,Amby,3/1/2023,$1.69 ,lyerringtonjo@scribd.com,Ludwig,434-159-0386,$9.57 ,$3.19 ,$3.30 
Wasabi Powder,Jessalyn,9/6/2023,$2.91 ,gdurkinjp@bravesites.com,Glenda,517-269-9059,$3.59 ,$8.05 ,$7.60 
Compound - Strawberry,Meryl,5/18/2023,$4.84 ,rchessonjq@comcast.net,Roseline,926-505-1921,$3.84 ,$5.61 ,$4.13 
Muffin Hinge - 211n,Augustus,12/13/2023,$3.00 ,slibreyjr@soundcloud.com,Seana,385-783-0096,$7.04 ,$4.86 ,$3.35 
Milk - Condensed,Jere,8/12/2023,$3.51 ,oharperjs@globo.com,Odelle,235-296-6363,$2.50 ,$5.61 ,$0.68 
Wine - Sauvignon Blanc Oyster,Charlie,8/27/2023,$7.80 ,nderringtonjt@ihg.com,Norry,449-918-0262,$0.87 ,$2.29 ,$7.90 
Zucchini - Green,Sarge,5/5/2023,$8.97 ,wpostiansju@tmall.com,Wanids,325-804-3705,$7.34 ,$8.10 ,$9.75 
